State,Start Time,End Time,Factory,Line,Good Glove,Produced Glove,Empty Link,Cuff TR,No beading ,Palm TR,Unstripped,No glove ,Functional,Others
Running,2022-05-09_01:00:00,2022-05-09_02:00:00,F32,11,27809,28106,109,67,1,3,76,105,10,35
Running,2022-05-09_02:00:00,2022-05-09_03:00:00,F32,11,27784,28104,105,74,6,2,79,106,3,50
Running,2022-05-09_03:00:00,2022-05-09_04:00:00,F32,11,27803,28103,108,69,5,3,67,106,6,44
Running,2022-05-09_04:00:00,2022-05-09_05:00:00,F32,11,27853,28111,98,68,2,5,86,65,5,27
Running,2022-05-09_05:00:00,2022-05-09_06:00:00,F32,11,27871,28099,109,57,0,4,66,67,8,26
Running,2022-05-09_06:00:00,2022-05-09_07:00:00,F32,11,27843,28118,89,83,5,1,63,71,3,49
Running,2022-05-09_07:00:00,2022-05-09_08:00:00,F32,11,27840,28104,100,84,7,3,61,64,5,40
Running,2022-05-09_08:00:00,2022-05-09_09:00:00,F32,11,27812,28103,110,34,3,4,107,94,5,44
Running,2022-05-09_09:00:00,2022-05-09_10:00:00,F32,11,27864,28099,113,25,4,3,66,71,6,60
Running,2022-05-09_10:00:00,2022-05-09_11:00:00,F32,11,27813,28101,109,31,4,4,61,112,7,69
Running,2022-05-09_11:00:00,2022-05-09_12:00:00,F32,11,27775,28084,127,30,4,4,101,112,4,54
Running,2022-05-09_12:00:00,2022-05-09_13:00:00,F32,11,27807,28082,128,31,1,2,64,109,6,62
Running,2022-05-09_13:00:00,2022-05-09_14:00:00,F32,11,27811,28100,107,21,1,7,84,101,6,69
Running,2022-05-09_14:00:00,2022-05-09_15:00:00,F32,11,27708,28086,121,28,6,2,88,178,7,69
Running,2022-05-09_15:00:00,2022-05-09_16:00:00,F32,11,27811,28083,129,57,4,2,67,83,3,56
Running,2022-05-09_16:00:00,2022-05-09_17:00:00,F32,11,27752,28040,132,32,6,3,136,27,4,80
Running,2022-05-09_17:00:00,2022-05-09_18:00:00,F32,11,27723,28074,130,70,8,3,143,14,7,106
Running,2022-05-09_18:00:00,2022-05-09_19:00:00,F32,11,27798,28073,130,55,4,4,136,7,4,65
Running,2022-05-09_19:00:00,2022-05-09_20:00:00,F32,11,27755,28075,126,48,6,1,160,20,7,78
Running,2022-05-09_20:00:00,2022-05-09_21:00:00,F32,11,27577,28057,140,62,3,3,252,44,6,110
Running,2022-05-09_21:00:00,2022-05-09_22:00:00,F32,11,27802,28068,129,43,7,2,120,17,7,70
Running,2022-05-09_22:00:00,2022-05-09_23:00:00,F32,11,27807,28074,125,51,2,5,104,22,8,75
